0.867668	2.381699	
0.854176	2.388868	
0.001850	5.880693	
0.786741	2.853345	
0.116324	4.044127	
0.597574	2.877354	
0.150272	3.921365	
0.508044	3.277806	
0.001106	6.383460	
0.474323	3.364460	
0.515062	2.939825	
0.001793	5.910968	
0.148785	3.979095	
0.330958	3.475702	
0.839556	2.790294	
0.003590	4.274100	
0.281072	3.769858	
0.330958	3.739343	
0.518626	3.287329	
0.516230	3.370618	
0.647476	3.117598	
0.003590	4.304019	
0.735319	2.888447	
0.566708	3.130682	
0.398675	3.609025	
0.405752	3.526116	
0.719216	3.102764	
0.492155	3.379419	
0.854176	2.396132	
0.116324	4.061462	
0.594627	3.189641	
0.148785	4.068939	
0.616401	3.185761	
0.405752	3.565343	
0.020511	4.358450	
0.769298	3.134578	
0.081513	4.320270	
0.339144	3.816015	
0.013202	5.430003	
0.854176	2.507872	
0.335406	3.855926	
0.020575	4.335131	
0.786741	2.931992	
0.775394	2.975533	
0.453294	3.536562	
0.566708	3.269045	
0.595543	3.186718	
0.095476	4.333458	
0.648459	3.387932	
0.071649	4.783330	
0.648819	3.359878	
0.231161	4.082712	
0.376447	4.020826	
0.095059	4.600268	
0.653596	3.328789	
0.876381	3.010536	
0.712899	3.239191	
0.408538	3.601670	
0.566708	3.432212	
0.881711	2.747161	
0.013202	5.569870	
0.991070	2.712148	
0.052976	5.269700	
0.769298	3.145631	
0.775394	3.055536	
0.163831	4.204516	
0.018052	5.748311	
0.421878	4.021038	
0.881711	2.904897	
0.775394	3.083727	
0.585121	3.551694	
0.013202	5.891370	
0.722085	3.361909	
0.052976	5.292416	
0.163631	4.340468	
0.281568	4.131193	
0.218273	4.219105	
0.113229	4.685094	
0.991070	2.879163	
0.453294	3.673165	
0.424603	3.676080	
0.648459	3.511943	
0.655884	3.505883	
0.712248	3.385222	
0.168884	4.228524	
0.095059	4.791259	
0.724231	3.340717	
0.482941	3.610305	
0.740796	3.263524	
0.071649	4.926954	
0.095971	4.705584	
0.096761	4.758768	
0.991070	2.903302	
0.915366	3.111981	
0.197926	4.271745	
0.163831	4.507685	
0.377391	4.211650	
0.518626	3.678095	
0.787909	3.264133	
0.655884	3.515628	
