0.000001	1.000669	
0.999548	0.001034	
0.748371	0.136190	
0.960768	0.022665	
0.768677	0.124132	
0.058452	0.759671	
0.139540	0.627699	
0.504646	0.290540	
0.018882	0.864417	
0.486221	0.303643	
0.451107	0.329490	
0.189614	0.565765	
0.619332	0.213951	
0.931534	0.035767	
0.726611	0.148920	
0.071379	0.734233	
0.871035	0.067700	
0.432022	0.343675	
0.157086	0.604418	
0.594796	0.229687	
0.982772	0.009459	
0.247708	0.503586	
0.046217	0.786674	
0.830262	0.089543	
0.277265	0.474345	
0.014633	0.880285	
0.027649	0.842219	
0.607015	0.221785	
0.000408	0.984710	
0.165394	0.594355	
0.854996	0.076364	
0.094958	0.693410	
0.883352	0.060827	
0.845538	0.081354	
0.783669	0.115408	
0.003434	0.943401	
0.656095	0.191440	
0.254781	0.495843	
0.222232	0.529652	
0.010776	0.898101	
0.214231	0.538403	
0.793514	0.111229	
0.971188	0.015555	
0.575237	0.242435	
0.544633	0.270601	
0.134707	0.634225	
0.028461	0.833076	
0.516513	0.282085	
0.636442	0.203345	
0.341230	0.417019	
0.077993	0.722642	
0.199498	0.554725	
0.288497	0.463693	
0.120122	0.654635	
0.406528	0.363559	
0.663345	0.186595	
0.581087	0.238855	
0.426087	0.348104	
0.349877	0.409802	
0.475011	0.311664	
0.358447	0.402367	
0.383539	0.381639	
0.234123	0.517550	
0.640613	0.200759	
0.204981	0.548209	
0.298964	0.454638	
0.111343	0.667783	
0.559870	0.252839	
0.373976	0.391253	
0.719963	0.152771	
0.176601	0.581181	
0.680209	0.176159	
0.553850	0.256988	
0.392815	0.375442	
0.323907	0.441088	
0.413935	0.357559	
0.001610	0.962512	
0.675799	0.178796	
0.005849	0.924840	
0.368021	0.396185	
0.915882	0.043812	
0.895783	0.054448	
0.010357	0.912452	
0.310687	0.444090	
0.085816	0.708202	
0.819581	0.097483	
0.034822	0.814762	
0.695868	0.169503	
0.332684	0.426833	
0.175843	0.581605	
0.124774	0.648042	
0.233366	0.520949	
0.266111	0.485162	
0.931172	0.040516	
0.707381	0.159745	
0.053357	0.770301	
0.910914	0.046486	
0.806444	0.102801	
0.900635	0.052188	
0.467925	0.317112	
